"","binomial","id_no","kingdom","phylum","class","order_","family","genus","category","binomialul","area","mainlandarea"
"3310","Neoromicia somalica","44925","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Neoromicia","LC","Neoromicia_somalica",6066950.97778653,6065989.13498246
"3311","Neoromicia tenuipinnis","44926","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Neoromicia","LC","Neoromicia_tenuipinnis",4247435.61190753,4242392.26028198
"3312","Neoromicia zuluensis","44927","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Neoromicia","LC","Neoromicia_zuluensis",3479467.78576248,3478974.7423671
"3313","Neotamias alpinus","42568","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Neotamias","LC","Neotamias_alpinus",8864.49752754006,8864.49752754006
"3314","Neotamias amoenus","42569","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Neotamias","LC","Neotamias_amoenus",1102204.16116778,1102204.16116778
"3315","Neotamias bulleri","21356","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Neotamias","VU","Neotamias_bulleri",15555.6057381865,15555.6057381865
"3316","Neotamias canipes","21364","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Neotamias","LC","Neotamias_canipes",18918.8327662098,18918.8327662098
"3317","Neotamias cinereicollis","42570","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Neotamias","LC","Neotamias_cinereicollis",74133.9284759018,74133.9284759018
"3318","Neotamias dorsalis","42571","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Neotamias","LC","Neotamias_dorsalis",632158.149494417,632129.978288257
"3319","Neotamias durangae","21357","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Neotamias","LC","Neotamias_durangae",47076.705933278,47076.705933278
"3320","Neotamias merriami","21358","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Neotamias","LC","Neotamias_merriami",72203.8111770731,72141.6173545364
"3321","Neotamias minimus","42572","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Neotamias","LC","Neotamias_minimus",5243481.99381179,5243356.87144434
"3322","Neotamias obscurus","21359","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Neotamias","LC","Neotamias_obscurus",13472.1671384805,13472.1671384805
"3323","Neotamias ochrogenys","42573","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Neotamias","LC","Neotamias_ochrogenys",9534.32835639084,9509.3495481141
"3324","Neotamias palmeri","21355","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Neotamias","EN","Neotamias_palmeri",303.953733918699,303.953733918699
"3325","Neotamias panamintinus","42574","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Neotamias","LC","Neotamias_panamintinus",37380.50846449,37380.50846449
"3326","Neotamias quadrimaculatus","42575","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Neotamias","LC","Neotamias_quadrimaculatus",25543.0208111811,25543.0208111811
"3327","Neotamias quadrivittatus","42576","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Neotamias","LC","Neotamias_quadrivittatus",296948.735890702,296948.735890702
"3328","Neotamias ruficaudus","42577","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Neotamias","LC","Neotamias_ruficaudus",147850.628391674,147850.628391674
"3329","Neotamias rufus","42578","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Neotamias","LC","Neotamias_rufus",141470.692152093,141470.692152093
"3330","Neotamias senex","42579","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Neotamias","LC","Neotamias_senex",99353.8630038241,99265.3454125918
"3331","Neotamias siskiyou","42580","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Neotamias","LC","Neotamias_siskiyou",22528.8173259273,22520.4876644447
"3332","Neotamias sonomae","42581","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Neotamias","LC","Neotamias_sonomae",45779.920943251,45725.6874548978
"3333","Neotamias speciosus","42582","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Neotamias","LC","Neotamias_speciosus",67800.8554599071,67800.8554599071
"3334","Neotamias townsendii","42584","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Neotamias","LC","Neotamias_townsendii",151287.626996784,150785.437980906
"3335","Neotamias umbrinus","42585","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Neotamias","LC","Neotamias_umbrinus",295485.182574327,295485.182574327
"3336","Neotetracus sinensis","10590","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","ERINACEIDAE","Neotetracus","LC","Neotetracus_sinensis",252081.128122454,252081.128122454
"3337","Neotoma albigula","14582","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Neotoma","LC","Neotoma_albigula",834340.745560911,832140.07931173
"3338","Neotoma angustapalata","14583","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Neotoma","EN","Neotoma_angustapalata",3326.83176843498,3326.83176843498
"3339","Neotoma bryanti","117189944","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Neotoma","LC","Neotoma_bryanti",271446.006480666,269516.824631898
"3340","Neotoma chrysomelas","14585","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Neotoma","LC","Neotoma_chrysomelas",30203.5969868432,30203.5969868432
"3341","Neotoma cinerea","42673","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Neotoma","LC","Neotoma_cinerea",3608407.828498,3606333.04577152
"3342","Neotoma devia","14586","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Neotoma","LC","Neotoma_devia",73683.6085083252,73683.6085083252
"3343","Neotoma floridana","42650","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Neotoma","LC","Neotoma_floridana",1871086.89756812,1868121.43119393
"3344","Neotoma fuscipes","14587","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Neotoma","LC","Neotoma_fuscipes",171574.867064442,171125.863984047
"3345","Neotoma goldmani","14588","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Neotoma","LC","Neotoma_goldmani",170757.259392746,170757.259392746
"3346","Neotoma insularis","116989038","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Neotoma","DD","Neotoma_insularis",931.882464288236,0
"3347","Neotoma lepida","116988741","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Neotoma","LC","Neotoma_lepida",675858.654832604,675858.654832604
"3348","Neotoma leucodon","136793","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Neotoma","LC","Neotoma_leucodon",1076957.59082823,1076957.59082823
"3349","Neotoma macrotis","14597","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Neotoma","LC","Neotoma_macrotis",160394.344794216,160208.676276407
"3350","Neotoma magister","14581","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Neotoma","NT","Neotoma_magister",313436.474897765,313428.982672287
"3351","Neotoma mexicana","14590","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Neotoma","LC","Neotoma_mexicana",1784429.13280324,1781998.35102089
"3352","Neotoma micropus","14591","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Neotoma","LC","Neotoma_micropus",1063795.71401383,1063362.79732486
"3353","Neotoma nelsoni","14592","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Neotoma","CR","Neotoma_nelsoni",45.8278131445305,45.8278131445305
"3354","Neotoma palatina","14593","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Neotoma","VU","Neotoma_palatina",16059.9806274264,16059.9806274264
"3355","Neotoma phenax","14594","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Neotoma","LC","Neotoma_phenax",42633.3752205794,40800.6057878806
"3356","Neotoma stephensi","42651","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Neotoma","LC","Neotoma_stephensi",226739.185251472,226739.185251472
"3357","Neotomodon alstoni","14600","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Neotomodon","LC","Neotomodon_alstoni",27485.6037133855,27485.6037133855
"3358","Neotragus batesi","14603","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Neotragus","LC","Neotragus_batesi",802403.340649649,801967.564876784
"3359","Neotragus pygmaeus","14602","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Neotragus","LC","Neotragus_pygmaeus",455193.268700753,454757.455264451
"3360","Nephelomys albigularis","15584","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Nephelomys","LC","Nephelomys_albigularis",398224.723893818,398224.723893818
"3361","Nephelomys auriventer","15586","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Nephelomys","LC","Nephelomys_auriventer",14415.6350147921,14415.6350147921
"3362","Nephelomys caracolus","136833","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Nephelomys","LC","Nephelomys_caracolus",4076.96783790207,4076.13555231598
"3363","Nephelomys devius","15593","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Nephelomys","LC","Nephelomys_devius",9590.99765306439,9590.99765306439
"3364","Nephelomys keaysi","15600","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Nephelomys","LC","Nephelomys_keaysi",67023.1969535208,67023.1969535208
"3365","Nephelomys levipes","15604","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Nephelomys","LC","Nephelomys_levipes",157127.895767007,157127.895767007
"3366","Nephelomys meridensis","136328","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Nephelomys","LC","Nephelomys_meridensis",14351.0821041582,14351.0821041582
"3367","Nesokia indica","14661","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Nesokia","LC","Nesokia_indica",3594582.0108264,3592240.324339
"3368","Nesolagus netscheri","14662","ANIMALIA","CHORDATA","MAMMALIA","LAGOMORPHA","LEPORIDAE","Nesolagus","DD","Nesolagus_netscheri",14526.0351609465,0
"3369","Nesolagus timminsi","41209","ANIMALIA","CHORDATA","MAMMALIA","LAGOMORPHA","LEPORIDAE","Nesolagus","EN","Nesolagus_timminsi",24821.8290972757,24821.6905707367
"3370","Nesomys audeberti","136475","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","NESOMYIDAE","Nesomys","LC","Nesomys_audeberti",90723.0757323445,0
"3371","Nesomys lambertoni","136330","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","NESOMYIDAE","Nesomys","EN","Nesomys_lambertoni",2220.49420987571,0
"3372","Nesomys rufus","14671","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","NESOMYIDAE","Nesomys","LC","Nesomys_rufus",106783.166142618,0
"3373","Nesoromys ceramicus","20757","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Nesoromys","EN","Nesoromys_ceramicus",443.241014614132,0
"3374","Nesoryzomys fernandinae","14707","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Nesoryzomys","VU","Nesoryzomys_fernandinae",637.068720206088,0
"3375","Nesoryzomys narboroughi","40765","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Nesoryzomys","VU","Nesoryzomys_narboroughi",637.068720206088,0
"3376","Nesoryzomys swarthi","14709","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Nesoryzomys","VU","Nesoryzomys_swarthi",573.597455668681,0
"3377","Nesotragus moschatus","14604","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Nesotragus","LC","Nesotragus_moschatus",1370656.65047384,1367685.9585843
"3378","Neurotrichus gibbsii","41468","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","TALPIDAE","Neurotrichus","LC","Neurotrichus_gibbsii",221364.522251865,220578.684682319
"3379","Neusticomys ferreirai","136236","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Neusticomys","DD","Neusticomys_ferreirai",278739.796550394,278739.796550394
"3380","Nilgiritragus hylocrius","9917","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Nilgiritragus","EN","Nilgiritragus_hylocrius",2096.83664242917,2096.83664242917
"3381","Ningaui ridei","40529","ANIMALIA","CHORDATA","MAMMALIA","DASYUROMORPHIA","DASYURIDAE","Ningaui","LC","Ningaui_ridei",2252519.9043755,2252519.9043755
"3382","Ningaui timealeyi","40530","ANIMALIA","CHORDATA","MAMMALIA","DASYUROMORPHIA","DASYURIDAE","Ningaui","LC","Ningaui_timealeyi",250377.148239214,249270.215293713
"3383","Ningaui yvonneae","40531","ANIMALIA","CHORDATA","MAMMALIA","DASYUROMORPHIA","DASYURIDAE","Ningaui","LC","Ningaui_yvonneae",308584.02637036,308584.02637036
"3384","Niviventer andersoni","14812","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Niviventer","LC","Niviventer_andersoni",188299.343585726,188299.343585726
"3385","Niviventer brahma","14813","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Niviventer","LC","Niviventer_brahma",32329.1957221474,32329.1957221474
"3386","Niviventer cameroni","136512","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Niviventer","VU","Niviventer_cameroni",9974.6803667321,9974.6803667321
"3387","Niviventer confucianus","14814","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Niviventer","LC","Niviventer_confucianus",3971381.0065151,3969566.30613699
"3388","Niviventer coninga","14815","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Niviventer","LC","Niviventer_coninga",28365.6874559466,0
"3389","Niviventer cremoriventer","14816","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Niviventer","LC","Niviventer_cremoriventer",1248372.60060391,199535.729757614
"3390","Niviventer culturatus","14817","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Niviventer","LC","Niviventer_culturatus",3736.75703935053,0
"3391","Niviventer eha","14818","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Niviventer","LC","Niviventer_eha",183562.824253466,183562.824253466
"3392","Niviventer excelsior","14819","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Niviventer","LC","Niviventer_excelsior",150624.336721375,150624.336721375
